3.387699,11.81404,20.39297,26.6461,36.56309,43.7806,
52.48924,59.79095,70.82589,76.92414,83.51347,90.98921,
100.3782,108.5279,116.6408,123.2098,131.8463,140.3302,
147.8338,158.5305,5.405135,11.02155,20.28926,26.87602,
37.01284,42.22942,52.44122,57.84421,71.77558,78.86724,
84.50674,87.33751,99.77657,108.6011,116.2995,124.8796,
131.1607,139.6492,147.4992,158.7313,5.768145,12.09488,
19.12992,28.17071,35.24924,42.32335,51.41477,60.4643,
72.0542,79.33456,84.89825,87.01827,99.19106,110.5238,
117.1258,124.9289,131.189,139.5423,147.6584,158.6991,
4.42618,12.91783,17.25082,27.91795,36.30536,45.00451,
51.863,62.59235,70.39046,76.15113,86.28611,89.78225,
98.17549,110.3958,117.6609,124.372,132.3582,139.8939,
147.427,158.5395,2.987873,11.82265,19.78398,27.80202,
38.26768,42.93542,52.31586,64.51733,68.42982,73.04565,
86.15372,90.90168,95.089,109.4228,117.7914,125.8843,
132.433,138.9071,147.9608,158.0765,3.547119,10.90283,
19.01837,27.74562,37.09198,44.86415,52.49915,65.16365,
71.39723,78.25597,85.04953,89.27022,95.99632,109.7657,
117.5196,126.3017,132.7942,139.6382,147.1149,158.0875,
2.944744,11.33569,18.95604,27.48634,36.24197,45.56551,
52.512,61.82448,67.84119,80.03439,84.86955,92.32627,
98.98897,109.0999,117.8887,126.8896,131.6311,139.6473,
147.6194,158.356,3.039745,12.5355,18.23753,27.29571,
34.97755,46.22452,53.46667,63.39606,66.79806,73.39186,
87.71222,93.47742,100.4504,108.7456,116.0323,126.7046,
133.9574,139.5869,146.84,158.1286,2.815255,12.28427,
19.82553,27.57562,36.04484,46.49718,51.00863,63.83475,
67.69938,75.01287,83.68181,90.24284,100.658,110.6956,
115.3325,123.0983,133.2173,140.1919,148.6811,158.5685,
3.020768,11.00815,19.5694,28.24512,35.13582,43.74628,
50.26323,63.00318,67.97648,76.41987,82.9593,90.86401,
101.0072,112.1058,116.956,122.2194,134.3337,139.4951,
147.8673,157.1452,3.742835,13.52643,18.36839,30.38087,
35.57912,38.24825,49.20046,60.53259,68.00578,76.56104,
84.5415,93.3122,100.2217,114.0895,118.2594,119.0928,
133.6909,139.6311,147.8751,155.9916,3.781386,12.60661,
18.72727,30.31768,36.32355,42.56312,50.71846,60.50097,
67.06376,76.79395,86.56824,95.22487,100.9011,110.1601,
117.5856,120.8119,132.8984,141.1258,149.1302,158.1812,
2.977926,11.28649,19.17286,28.86428,35.52103,46.68872,
49.96802,60.63603,70.10616,78.49914,85.3353,94.67102,
101.1277,108.0967,114.6751,122.3072,132.8503,141.0358,
150.0781,158.2449,3.150934,11.36411,19.02369,27.97622,
35.27602,45.33027,50.14862,60.30991,69.29773,78.59916,
86.86877,93.90352,100.9764,110.6262,113.3186,123.6065,
133.5829,140.8676,149.7779,158.3871,3.153546,11.31937,
18.28751,28.8789,35.1912,45.62358,51.73021,59.04042,
69.48358,78.05605,88.13119,93.98675,101.1863,110.1814,
114.0417,125.7585,132.914,140.1369,149.6956,158.037,
3.181041,13.08473,18.50182,29.0684,34.93567,42.49466,
52.43942,60.74432,67.71633,78.70922,87.13187,95.33473,
101.4759,105.7499,116.1179,127.8003,133.1269,141.201,
150.0305,157.6684,4.070853,14.37981,18.32177,27.60105,
35.78536,42.99626,52.7828,60.85645,68.52485,79.38795,
85.3858,95.8679,102.0211,107.4902,118.2567,126.8912,
133.0507,141.5608,149.8284,157.862,5.239523,12.53329,
18.6314,27.10984,36.19306,42.6972,51.30207,60.61932,
68.99175,79.76439,84.60907,93.5406,100.6049,108.3782,
118.3494,126.9297,133.0398,141.234,149.291,157.236,
5.390833,11.7991,18.80566,27.00556,36.15937,43.68472,
54.29436,60.96558,68.71441,78.26045,84.92344,95.79937,
100.0877,108.4302,118.3143,127.28,133.6997,141.2326,
149.9758,157.426,4.492332,12.64858,19.87504,27.4163,
36.48174,45.13943,52.80081,60.99398,68.46366,77.69208,
84.99316,93.10338,100.7936,109.8233,118.49,126.7061,
133.8399,140.981,149.5532,155.9077,3.900967,12.36028,
20.61139,26.73314,36.65329,43.94806,52.44062,59.86751,
70.42873,76.82332,83.36975,90.81838,100.1626,108.4516,
116.6303,123.2499,132.2502,140.6678,147.8447,158.3528,
6.321163,11.29465,20.43765,26.92562,37.11006,42.55687,
52.43305,57.91861,71.37701,78.86479,83.95562,87.18036,
99.53397,108.446,116.3551,125.0779,131.5664,139.7083,
147.2441,158.4218,6.676505,11.75535,19.07607,27.77103,
35.06232,42.43393,51.25867,60.03437,71.50926,78.80494,
83.64333,86.72831,98.74903,110.0607,117.0932,125.0286,
131.6789,139.5619,147.2361,158.3466,5.468083,12.26935,
17.33648,27.4515,35.92223,44.92964,51.60183,62.13315,
69.87119,76.52119,84.78409,89.04066,97.6001,109.678,
117.5325,124.4497,132.7725,139.9226,147.0144,158.17,
3.9655,11.85894,20.10054,27.59075,37.8104,42.86167,
51.95477,64.08529,68.10851,75.05387,83.49496,89.87842,
94.72894,108.5378,117.5097,125.8648,133.0232,139.2024,
147.522,157.6369,4.8208,11.4666,19.06937,27.57267,
36.54172,44.39717,52.09032,64.55756,71.44179,79.53242,
80.84635,87.41259,95.43577,108.8196,117.1572,126.1977,
133.4282,139.8758,146.6298,157.6371,4.260123,11.92512,
18.94303,27.27792,35.51217,44.96337,52.05382,60.64609,
67.48686,79.33192,81.6127,90.9723,98.42466,108.4043,
117.4675,126.7913,132.2096,139.8141,147.3019,157.9513,
4.073586,12.66157,18.38664,27.12943,34.47784,45.81397,
53.07537,62.65118,66.28896,73.92455,87.00988,93.01503,
99.8336,108.0821,115.8512,126.5424,134.2205,139.7255,
146.4733,157.5695,3.713884,12.34213,19.95017,27.46819,
35.68287,46.42708,50.79335,63.38021,67.38564,74.67255,
83.1257,90.01854,100.0984,110.2439,115.285,123.0097,
133.3875,140.3439,148.5762,158.2384,3.861531,11.90239,
19.57886,28.47561,35.3418,43.92371,50.2482,62.26291,
67.76768,76.1916,82.82282,90.77234,100.6922,111.8036,
117.0939,122.0924,134.5694,140.004,148.2996,156.7133,
4.795823,13.67748,17.84976,30.27935,35.52517,38.23915,
49.26087,60.22817,67.76699,76.37338,84.46154,93.37977,
100.1416,113.8791,118.3736,119.2168,133.9035,139.5832,
148.1149,155.4136,4.428109,12.74268,18.50548,30.3015,
36.09877,42.62091,50.74869,60.20264,67.14193,76.37962,
86.22696,94.86638,100.7767,109.8169,117.501,120.8916,
133.0752,141.2555,149.4509,157.6713,3.729518,11.4634,
19.56608,29.04045,35.43362,46.62525,50.09737,60.42922,
69.63406,77.56895,85.25784,94.10217,100.7436,107.9059,
114.8017,122.447,132.994,142.2109,150.4119,157.5373,
4.043105,11.55416,19.441,28.18416,35.00672,45.09157,
50.47414,60.41854,69.32846,78.43684,86.9984,93.28823,
100.5706,110.2038,113.5838,123.5598,133.8414,142.0619,
149.7899,157.5022,4.060783,11.37036,18.72896,29.0779,
35.19624,45.58682,51.83777,58.93726,69.37481,77.84514,
88.0172,93.33554,100.8406,109.8546,114.2046,125.9522,
133.3783,141.325,149.7514,157.276,3.896457,13.00213,
18.58725,29.24727,34.80807,42.81584,52.8032,61.31268,
68.16435,78.47496,86.95662,95.23052,101.3189,105.8711,
116.1869,127.7473,133.5192,141.5889,149.9611,156.9736,
4.718773,14.50554,18.28205,27.82001,35.72727,43.24422,
52.78641,61.26709,68.46707,79.0427,85.22258,95.79692,
101.2901,107.3787,117.7843,126.7241,133.5244,141.6758,
149.5655,156.9715,6.067923,12.94957,18.32286,27.30891,
36.11954,42.70312,51.29634,61.07853,68.97067,79.45722,
84.65987,93.61973,100.3682,108.355,117.9873,126.8519,
133.4961,141.5462,148.8457,156.2129,6.23642,12.71591,
18.70123,27.22273,36.06273,43.7294,54.26543,61.42253,
68.80699,78.10206,84.91805,95.76742,99.99686,108.5724,
117.8475,126.9577,133.6405,141.313,149.5,156.6265,
